1,1,122.61,335.4,134.45999999999998,58.59000000000003,1,1,1.0
1,2,209.82,249.67,94.37,41.81000000000003,1,1,1.0
1,3,735.56,268.03,71.23000000000002,36.82000000000005,1,1,1.0
2,1,98.52,338.43,134.82999999999998,58.589999999999975,1,1,1.0
2,2,209.82,249.67,94.37,41.859999999999985,1,1,1.0
2,3,722.35,269.99,71.24000000000001,36.829999999999984,1,1,1.0
3,1,74.44,341.46,135.19,58.60000000000002,1,1,1.0
3,2,209.82,249.67,94.37,41.900000000000006,1,1,1.0
3,3,709.15,271.95,71.24000000000001,36.829999999999984,1,1,1.0
4,1,50.35,344.5,135.57,58.589999999999975,1,1,1.0
4,2,209.82,249.67,94.37,41.95000000000002,1,1,1.0
4,3,695.95,273.92,71.24000000000001,36.81999999999999,1,1,1.0
5,1,26.27,347.53,135.92999999999998,58.59000000000003,1,1,1.0
5,2,209.82,249.67,94.37,41.99000000000004,1,1,1.0
5,3,682.75,275.88,71.23000000000002,36.81999999999999,1,1,1.0
6,1,19.7,350.74,121.61999999999999,58.589999999999975,1,1,1.0
6,2,209.82,249.68,94.37,42.01999999999998,1,1,1.0
6,3,667.94,277.66,72.11999999999989,37.71999999999997,1,1,1.0
7,1,13.13,353.95,107.31,58.59000000000003,1,1,1.0
7,2,209.82,249.68,94.37,42.06999999999999,1,1,1.0
7,3,653.13,279.44,73.00999999999999,38.610000000000014,1,1,1.0
8,1,6.57,357.16,92.99000000000001,58.599999999999966,1,1,1.0
8,2,209.82,249.68,94.37,42.110000000000014,1,1,1.0
8,3,638.32,281.22,73.88999999999999,39.50999999999999,1,1,1.0
9,1,0.0,360.37,78.69,58.60000000000002,1,1,1.0
9,2,209.82,249.68,94.37,42.14999999999998,1,1,1.0
9,3,623.51,283.0,74.77999999999997,40.410000000000025,1,1,1.0
10,1,0.0,360.37,55.29,58.60000000000002,1,1,1.0
10,2,209.82,249.68,94.37,42.19999999999999,1,1,1.0
10,3,608.23,283.0,74.76999999999998,40.410000000000025,1,1,1.0
11,1,0.0,360.37,31.9,58.60000000000002,1,1,1.0
11,2,209.82,249.68,94.37,42.24000000000001,1,1,1.0
11,3,592.94,283.0,74.76999999999998,40.410000000000025,1,1,1.0
12,2,209.82,249.68,94.37,42.27999999999997,1,1,1.0
12,3,577.74,287.61,83.05999999999995,40.39999999999998,1,1,1.0
13,2,209.82,249.68,94.37,42.329999999999984,1,1,1.0
13,3,559.85,290.32,85.20999999999992,41.55000000000001,1,1,1.0
14,2,209.82,249.68,94.37,42.370000000000005,1,1,1.0
14,3,541.96,293.03,87.34999999999991,42.690000000000055,1,1,1.0
15,2,209.82,249.68,94.37,42.420000000000016,1,1,1.0
15,3,524.08,295.75,89.49000000000001,43.829999999999984,1,1,1.0
16,2,209.82,249.68,94.37,42.45999999999998,1,1,1.0
16,3,506.19,298.46,91.63000000000005,44.97000000000003,1,1,1.0
17,2,209.82,249.68,94.37,42.5,1,1,1.0
17,3,488.3,301.17,93.78000000000003,46.10999999999996,1,1,1.0
18,2,209.82,249.68,94.37,42.55000000000001,1,1,1.0
18,3,470.41,303.88,95.92000000000002,47.25999999999999,1,1,1.0
19,2,209.82,249.68,94.37,42.589999999999975,1,1,1.0
19,3,452.52,306.6,98.07000000000005,48.389999999999986,1,1,1.0
20,2,209.82,249.68,94.37,42.629999999999995,1,1,1.0
20,3,434.63,309.31,100.21000000000004,49.52999999999997,1,1,1.0
21,2,209.82,249.68,94.37,42.68000000000001,1,1,1.0
21,3,416.75,312.02,102.35000000000002,50.68000000000001,1,1,1.0
22,2,209.82,249.68,94.37,42.71999999999997,1,1,1.0
22,3,398.86,314.74,104.49000000000001,51.81,1,1,1.0
23,2,209.82,249.68,94.37,42.75999999999999,1,1,1.0
23,3,380.97,317.45,106.63999999999999,52.94999999999999,1,1,1.0
24,2,209.82,249.68,94.37,42.81,1,1,1.0
24,3,363.08,320.16,108.78000000000003,54.099999999999966,1,1,1.0
25,2,209.82,249.68,94.37,42.849999999999966,1,1,1.0
25,3,345.19,322.87,110.93,55.24000000000001,1,1,1.0
26,2,209.82,249.68,94.37,42.89999999999998,1,1,1.0
26,3,327.3,325.59,113.07,56.370000000000005,1,1,1.0
27,2,209.82,249.68,94.37,42.94,1,1,1.0
27,3,309.42,328.3,115.20999999999998,57.51999999999998,1,1,1.0
28,2,209.82,249.68,94.37,42.98000000000002,1,1,1.0
28,3,287.29,331.77,117.75999999999999,58.03000000000003,1,1,1.0
29,2,209.82,249.68,94.37,43.02999999999997,1,1,1.0
29,3,265.17,335.23,120.31,58.549999999999955,1,1,1.0
30,2,209.82,249.68,94.37,43.06999999999999,1,1,1.0
30,3,243.05,338.7,122.84999999999997,59.06999999999999,1,1,1.0
31,2,209.82,249.68,94.37,43.110000000000014,1,1,1.0
31,3,220.93,342.17,125.39999999999998,59.579999999999984,1,1,1.0
32,2,209.82,249.68,94.37,43.15999999999997,1,1,1.0
32,3,198.8,345.63,127.94999999999999,60.10000000000002,1,1,1.0
33,2,209.82,249.68,94.37,43.19999999999999,1,1,1.0
33,3,176.68,349.1,130.5,60.620000000000005,1,1,1.0
34,2,209.82,249.68,94.37,43.24000000000001,1,1,1.0
34,3,154.56,352.56,133.04000000000002,61.139999999999986,1,1,1.0
35,2,209.82,249.68,94.37,43.29000000000002,1,1,1.0
35,3,130.64,357.08,134.59000000000003,63.29000000000002,1,1,1.0
36,2,209.82,249.68,94.37,43.329999999999984,1,1,1.0
36,3,106.72,361.6,136.15,65.42999999999995,1,1,1.0
37,2,209.82,249.68,94.37,43.370000000000005,1,1,1.0
37,3,82.8,366.12,137.7,67.57999999999998,1,1,1.0
38,2,209.82,249.68,94.37,43.420000000000016,1,1,1.0
38,3,84.12,370.64,114.00999999999999,65.43,1,1,1.0
39,2,209.82,249.68,94.37,43.45999999999998,1,1,1.0
39,3,85.44,375.16,90.33000000000001,63.27999999999997,1,1,1.0
40,2,209.82,249.68,94.37,43.50999999999999,1,1,1.0
40,3,86.76,379.68,66.64,61.139999999999986,1,1,1.0
41,2,209.82,249.68,94.37,43.55000000000001,1,1,1.0
41,3,86.76,386.09,42.739999999999995,54.73000000000002,1,1,1.0
42,2,209.82,249.68,94.37,43.589999999999975,1,1,1.0
42,3,86.76,392.5,18.83999999999999,48.31999999999999,1,1,1.0
43,2,209.82,249.68,94.37,43.639999999999986,1,1,1.0
44,2,209.82,249.68,94.37,43.68000000000001,1,1,1.0
45,2,209.82,249.68,94.37,43.71999999999997,1,1,1.0
46,2,209.82,249.68,94.37,43.76999999999998,1,1,1.0
47,2,209.82,249.68,94.37,43.81,1,1,1.0
48,2,209.82,249.68,94.37,43.849999999999966,1,1,1.0
49,2,209.82,249.68,94.37,43.89999999999998,1,1,1.0
50,2,209.82,249.68,94.37,43.94,1,1,1.0
51,2,209.82,249.68,94.37,43.99000000000001,1,1,1.0
52,2,209.82,249.68,94.37,44.02999999999997,1,1,1.0
53,2,209.82,249.68,94.37,44.06999999999999,1,1,1.0
54,2,209.82,249.68,94.37,44.120000000000005,1,1,1.0
55,2,209.82,249.68,94.37,44.15999999999997,1,1,1.0
55,4,935.13,226.72,24.870000000000005,61.869999999999976,1,1,1.0
56,2,209.82,249.68,94.37,44.19999999999999,1,1,1.0
56,4,929.91,226.72,29.960000000000036,63.66,1,1,1.0
57,2,209.82,249.68,94.37,44.25,1,1,1.0
57,4,924.68,226.71,35.05000000000007,65.45000000000002,1,1,1.0
58,2,209.82,249.68,94.37,44.29000000000002,1,1,1.0
58,4,919.45,226.71,40.14999999999998,67.23999999999998,1,1,1.0
59,2,209.82,249.68,94.37,44.329999999999984,1,1,1.0
59,4,914.22,226.71,45.25,69.03,1,1,1.0
60,2,209.82,249.68,94.37,44.379999999999995,1,1,1.0
60,4,908.99,226.7,50.34000000000003,70.82999999999998,1,1,1.0
61,2,209.82,249.68,94.37,44.420000000000016,1,1,1.0
61,4,903.76,226.7,55.440000000000055,72.62,1,1,1.0
62,2,209.82,249.68,94.37,44.45999999999998,1,1,1.0
62,4,897.85,228.08,61.35000000000002,71.23999999999998,1,1,1.0
63,2,209.82,249.68,94.37,44.50999999999999,1,1,1.0
63,4,891.94,229.47,67.25999999999999,69.85,1,1,1.0
64,2,209.82,249.68,94.37,44.55000000000001,1,1,1.0
64,4,886.03,230.85,73.17000000000007,68.47,1,1,1.0
65,2,209.82,249.68,94.37,44.599999999999966,1,1,1.0
65,4,880.12,232.23,79.08000000000004,67.09,1,1,1.0
66,2,209.82,249.68,94.37,44.639999999999986,1,1,1.0
66,4,874.21,233.62,84.99000000000001,65.69999999999999,1,1,1.0
67,2,209.82,249.68,94.37,44.68000000000001,1,1,1.0
67,4,868.3,235.0,90.90000000000009,64.32,1,1,1.0
68,2,209.82,249.68,94.37,44.73000000000002,1,1,1.0
68,4,861.18,234.8,98.12,66.99000000000001,1,1,1.0
69,2,209.82,249.68,94.37,44.76999999999998,1,1,1.0
69,4,854.06,234.6,105.34000000000003,69.66,1,1,1.0
70,2,209.82,249.68,94.37,44.81,1,1,1.0
70,4,846.94,234.4,112.55999999999995,72.34,1,1,1.0
71,2,209.82,249.68,94.37,44.860000000000014,1,1,1.0
71,4,839.81,234.2,119.79000000000008,75.00999999999999,1,1,1.0
72,2,209.82,249.68,94.37,44.89999999999998,1,1,1.0
72,4,832.69,234.0,127.00999999999999,77.68,1,1,1.0
73,2,209.82,249.68,94.37,44.94,1,1,1.0
73,4,825.57,233.8,134.2299999999999,80.34999999999997,1,1,1.0
74,2,209.82,249.68,94.37,44.99000000000001,1,1,1.0
74,4,818.45,233.6,141.44999999999993,83.03,1,1,1.0
75,2,209.82,249.68,94.37,45.02999999999997,1,1,1.0
75,4,811.33,233.4,148.66999999999996,85.70000000000002,1,1,1.0
76,2,209.82,249.68,94.37,45.079999999999984,1,1,1.0
76,4,804.01,234.34,153.75,86.53,1,1,1.0
77,2,209.82,249.68,94.37,45.120000000000005,1,1,1.0
77,4,796.7,235.29,158.80999999999995,87.35,1,1,1.0
78,2,209.82,249.68,94.37,45.15999999999997,1,1,1.0
78,4,789.39,236.23,163.88,88.18000000000004,1,1,1.0
79,2,209.82,249.68,94.37,45.20999999999998,1,1,1.0
79,4,782.07,237.17,168.95999999999992,89.01000000000002,1,1,1.0
80,2,209.82,249.68,94.37,45.25,1,1,1.0
80,4,774.76,238.11,174.02999999999997,89.83999999999997,1,1,1.0
81,2,209.82,249.68,94.37,45.29000000000002,1,1,1.0
81,4,767.45,239.06,179.08999999999992,90.66000000000003,1,1,1.0
82,2,209.82,249.68,94.37,45.339999999999975,1,1,1.0
82,4,760.13,240.0,184.16999999999996,91.49000000000001,1,1,1.0
82,5,741.56,261.01,27.040000000000077,27.370000000000005,1,1,1.0
83,2,209.82,249.68,94.37,45.379999999999995,1,1,1.0
83,4,751.45,240.8,185.8499999999999,92.43,1,1,1.0
83,5,730.97,261.73,28.299999999999955,27.359999999999957,1,1,1.0
84,2,209.82,249.68,94.37,45.420000000000016,1,1,1.0
84,4,742.77,241.6,187.52999999999997,93.37000000000003,1,1,1.0
84,5,720.38,262.44,29.549999999999955,27.370000000000005,1,1,1.0
85,2,209.82,249.68,94.37,45.46999999999997,1,1,1.0
85,4,734.09,242.4,189.20999999999992,94.30999999999997,1,1,1.0
85,5,709.79,263.16,30.81000000000006,27.359999999999957,1,1,1.0
86,2,209.82,249.68,94.37,45.50999999999999,1,1,1.0
86,4,725.41,243.2,190.89,95.25999999999999,1,1,1.0
86,5,699.2,263.87,44.40999999999997,27.360000000000014,1,1,1.0
87,2,209.82,249.68,94.37,45.55000000000001,1,1,1.0
87,4,716.73,244.0,192.56999999999994,96.19999999999999,1,1,1.0
87,5,688.62,264.58,58.0,27.370000000000005,1,1,1.0
88,2,209.82,249.68,94.37,45.599999999999966,1,1,1.0
88,4,706.14,245.18,195.52999999999997,97.37,1,1,1.0
88,5,676.56,264.86,35.1400000000001,27.71999999999997,1,1,1.0
89,2,209.82,249.68,94.37,45.639999999999986,1,1,1.0
89,4,695.54,246.36,198.51,98.55000000000001,1,1,1.0
89,5,664.51,265.14,36.82000000000005,28.08000000000004,1,1,1.0
90,2,209.82,249.68,94.37,45.69,1,1,1.0
90,4,684.94,247.53,201.4799999999999,99.72999999999999,1,1,1.0
90,5,652.46,265.42,38.49000000000001,28.430000000000007,1,1,1.0
91,2,209.82,249.68,94.37,45.73000000000002,1,1,1.0
91,4,674.35,248.71,204.43999999999994,100.91,1,1,1.0
91,5,640.41,265.7,40.17000000000007,28.78000000000003,1,1,1.0
92,2,209.82,249.68,94.37,45.76999999999998,1,1,1.0
92,4,663.75,249.89,207.41999999999996,102.08000000000004,1,1,1.0
92,5,628.35,265.98,41.85000000000002,29.139999999999986,1,1,1.0
93,2,209.82,249.68,94.37,45.81999999999999,1,1,1.0
93,4,653.15,251.07,210.39,103.25999999999999,1,1,1.0
93,5,615.96,266.43,45.43999999999994,29.5,1,1,1.0
94,2,209.82,249.68,94.37,45.860000000000014,1,1,1.0
94,4,642.56,252.24,213.35000000000002,104.44,1,1,1.0
94,5,603.56,266.88,49.04000000000008,29.850000000000023,1,1,1.0
95,2,209.82,249.68,94.37,45.89999999999998,1,1,1.0
95,4,631.96,253.42,216.32999999999993,105.62000000000003,1,1,1.0
95,5,591.85,266.99,47.64999999999998,30.19999999999999,1,1,1.0
96,2,209.82,249.68,94.37,45.94999999999999,1,1,1.0
96,4,621.36,254.6,219.29999999999995,106.78999999999999,1,1,1.0
96,5,580.14,267.1,79.65999999999997,30.560000000000002,1,1,1.0
97,2,209.82,249.68,94.37,45.99000000000001,1,1,1.0
97,4,607.86,256.14,224.44999999999993,108.90000000000003,1,1,1.0
97,5,566.66,267.79,64.94000000000005,30.849999999999966,1,1,1.0
98,2,209.82,249.68,94.37,46.02999999999997,1,1,1.0
98,4,594.36,257.68,229.59000000000003,111.01999999999998,1,1,1.0
98,5,553.17,268.48,50.23000000000002,31.149999999999977,1,1,1.0
99,2,209.82,249.68,94.37,46.079999999999984,1,1,1.0
99,4,580.86,259.23,234.74,113.12,1,1,1.0
99,5,539.68,269.16,51.60000000000002,31.45999999999998,1,1,1.0
100,2,209.82,249.68,94.37,46.120000000000005,1,1,1.0
100,4,567.36,260.77,239.88,115.23000000000002,1,1,1.0
100,5,526.2,269.85,52.95999999999992,31.75,1,1,1.0
101,2,209.82,249.68,94.37,46.170000000000016,1,1,1.0
101,4,553.86,262.31,245.01999999999998,117.33999999999997,1,1,1.0
101,5,512.71,270.54,54.32999999999993,32.049999999999955,1,1,1.0
102,2,209.82,249.68,94.37,46.20999999999998,1,1,1.0
102,4,540.36,263.85,250.16999999999996,119.45999999999998,1,1,1.0
102,5,499.23,271.23,55.68999999999994,32.349999999999966,1,1,1.0
103,2,209.82,249.68,94.37,46.25,1,1,1.0
103,4,526.86,265.39,255.30999999999995,121.57,1,1,1.0
103,5,485.74,271.92,57.059999999999945,32.639999999999986,1,1,1.0
104,2,209.82,249.68,94.37,46.30000000000001,1,1,1.0
104,4,513.36,266.93,260.46000000000004,123.68,1,1,1.0
104,5,472.25,272.6,65.45000000000005,32.94999999999999,1,1,1.0
105,2,209.82,249.68,94.37,46.339999999999975,1,1,1.0
105,4,499.86,268.48,265.6,125.77999999999997,1,1,1.0
105,5,458.77,273.29,73.83000000000004,33.25,1,1,1.0
105,6,698.08,255.97,69.27999999999997,10.630000000000024,1,1,1.0
106,2,209.82,249.68,94.37,46.379999999999995,1,1,1.0
106,4,486.36,270.02,270.75,127.89000000000004,1,1,1.0
106,5,445.28,273.98,82.22000000000003,33.549999999999955,1,1,1.0
106,6,683.48,256.16,72.18999999999994,12.919999999999959,1,1,1.0
107,2,209.82,249.68,94.37,46.43000000000001,1,1,1.0
107,4,472.86,271.56,275.89,130.01,1,1,1.0
107,5,431.79,274.67,90.60999999999996,33.839999999999975,1,1,1.0
107,6,668.88,256.36,75.09000000000003,15.189999999999998,1,1,1.0
108,2,209.82,249.68,94.37,46.46999999999997,1,1,1.0
108,4,459.36,273.1,281.03999999999996,132.12,1,1,1.0
108,5,418.31,275.36,98.98999999999995,34.139999999999986,1,1,1.0
108,6,654.29,256.56,77.99000000000001,17.46999999999997,1,1,1.0
109,2,209.82,249.68,94.37,46.50999999999999,1,1,1.0
109,4,442.09,275.19,287.68,134.26999999999998,1,1,1.0
109,5,403.89,276.28,99.46000000000004,34.150000000000034,1,1,1.0
109,6,639.69,256.76,80.89999999999998,19.74000000000001,1,1,1.0
